"COURSECODENO","MAJORCODE","DEGREE","MAJOR","NOYEARSTUDY","PLAN1","LANGUAGE1","PROGRAMSYSTEM","CALENDAR","BEGINYEAR","BEGINSEMESTER","FACCODE","DEPCODE"
"0443","21071","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสุขาภิบาล                                                     ","2.0","ก(2) "," ","S","S","1977","1","21","2107"
"2708","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","3.0","1.1  "," ","S","S","2015","1","21","2111"
"4262","21120","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","4.0","2.2  "," ","S","S","2023","1","21","2112"
"1004","21080","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสำรวจ                                                         ","2.0","ก(2) "," ","S","S","1978","1","21","2108"
"1006","21050","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเคมี                                                          ","2.0","ก(2) "," ","S","S","1977","1","21","2105"
"0640","21010","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโยธา                                                          ","2.0","ก(2) "," ","S","S","1997","1","21","2101"
"1027","21101","วิทยาศาสตรมหาบัณฑิต","วิทยาศาสตร์คอมพิวเตอร์                                                ","2.0","ก(2) "," ","S","S","1981","1","21","2110"
"1109","21082","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสำรวจ","3.0","1(2) "," ","S","S","2005","1","21","2108"
"1122","21005","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมนาโน","4.0","","E","S","I","2005","1","21","2100"
"1139","21011","วิศวกรรมศาสตรมหาบัณฑิต","โครงสร้างพื้นฐานทางวิศวกรรมโยธา","2.0","ก(2) ","E","S","S","2005","1","21","2101"
"0526","21061","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเหมืองแร่                                                     ","2.0","ก(2) "," ","S","S","1999","2","21","2106"
"0945","21070","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","4.0",""," ","S","S","2003","1","21","2107"
"0946","21010","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโยธา                                                          ","4.0",""," ","S","S","2003","1","21","2101"
"0864","21010","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโยธา                                                          ","4.0","     "," ","S","S","1975","1","21","2101"
"0009","21031","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมยานยนต์                                                       ","4.0",""," ","S","S","1992","1","21","2103"
"0875","21040","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","4.0","     "," ","S","S","1976","1","21","2104"
"3513","21010","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโยธา                                                          ","4.0",""," ","S","S","2018","1","21","2101"
"3515","21008","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมและเทคโนโลยีการป้องกันประเทศ","2.0","ก(2) "," ","S","S","2018","1","21","2100"
"3518","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","3.0","1.1  "," ","S","S","2018","1","21","2111"
"2000","21050","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเคมี                                                          ","2.0","ก(2) "," ","S","S","2012","1","21","2105"
"2710","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","3.0","2.1  "," ","S","S","2015","1","21","2111"
"2767","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","4.0","1.2  "," ","S","S","2015","1","21","2107"
"2769","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","4.0","2.2  "," ","S","S","2015","1","21","2107"
"3335","21010","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโยธา                                                          ","2.0","ก(2) "," ","S","S","2018","1","21","2101"
"3337","21100","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","2.0","ก(2) "," ","S","S","2018","1","21","2110"
"3339","21102","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมซอฟต์แวร์","2.0","ข    "," ","S","S","2018","1","21","2110"
"3520","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","3.0","2.1  "," ","S","S","2018","1","21","2111"
"3475","21080","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสำรวจ                                                         ","2.0","ก(2) "," ","S","S","2018","1","21","2108"
"3478","21030","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเครื่องกล                                                     ","2.0","ก(2) "," ","S","S","2018","1","21","2103"
"3480","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","3.0","2.1  "," ","S","S","2018","1","21","2103"
"3482","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","3.0","1.1  "," ","S","S","2018","1","21","2110"
"3484","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","3.0","2.1  "," ","S","S","2018","1","21","2110"
"3486","21062","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมปิโตรเลียม                                                    ","4.0",""," ","S","S","2018","1","21","2106"
"4264","21030","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเครื่องกล                                                     ","2.0","ก(2) "," ","S","S","2023","1","21","2103"
"4266","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","3.0","2.1  "," ","S","S","2023","1","21","2103"
"4268","21070","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","2.0","ก(1) "," ","S","S","2023","1","21","2107"
"2280","21008","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมและเทคโนโลยีการป้องกันประเทศ","2.0","ก(2) "," ","S","S","2014","2","21","2100"
"2303","21030","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเครื่องกล                                                     ","2.0","ก(1) "," ","S","S","2014","1","21","2103"
"2305","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","3.0","1.1  "," ","S","S","2014","1","21","2103"
"2307","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","3.0","2.2  "," ","S","S","2014","1","21","2103"
"2906","21113","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมนิวเคลียร์และรังสี","4.0",""," ","S","S","2016","1","21","2111"
"2908","21010","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโยธา                                                          ","4.0",""," ","S","S","2016","1","21","2101"
"2910","21030","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเครื่องกล                                                     ","4.0",""," ","S","S","2016","1","21","2103"
"2912","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0",""," ","S","S","2016","1","21","2102"
"3341","21050","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเคมี                                                          ","2.0","ก(2) "," ","S","S","2018","1","21","2105"
"4948","21064","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมทรัพยากรธรณีและปิโตรเลียม","3.0","1.1  ","E","S","S","2025","1","21","2106"
"2442","21064","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมทรัพยากรธรณีและปิโตรเลียม","2.0","ก(2) ","E","S","S","2015","1","21","2106"
"2448","21120","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","3.0","2.1  "," ","S","S","2015","1","21","2112"
"2768","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","2.1  "," ","S","S","2015","1","21","2107"
"3336","21100","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","2.0","ก(1) "," ","S","S","2018","1","21","2110"
"3343","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","4.0","1.2  "," ","S","S","2018","1","21","2105"
"3345","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","4.0","2.2  "," ","S","S","2018","1","21","2105"
"3347","21091","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","4.0",""," ","S","S","2018","1","21","2109"
"3349","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","3.0","1.1  ","E","S","S","2018","1","21","2101"
"3351","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","4.0","2.2  "," ","S","S","2018","1","21","2101"
"3733","21080","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสำรวจ                                                         ","4.0",""," ","S","S","2018","1","21","2108"
"3735","21006","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมการออกแบบและการผลิตยานยนต์","4.0","","E","S","I","2018","1","21","2100"
"3737","21070","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","2.0","ก(1) "," ","S","S","2018","1","21","2107"
"3739","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","1.1  "," ","S","S","2018","1","21","2107"
"3741","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","2.1  "," ","S","S","2018","1","21","2107"
"3757","21001","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมอากาศยาน","4.0","","E","S","I","2018","1","21","2100"
"0704","21110","ประกาศนียบัตรบัณฑิต","นิวเคลียร์เทคโนโลยี                                                   ","1.0","     "," ","S","S","2001","1","21","2111"
"3338","21102","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมซอฟต์แวร์","2.0","ก(2) "," ","S","S","2018","1","21","2110"
"0454","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0","2(1) "," ","S","S","1998","1","21","2102"
"0911","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0","     "," ","S","S","1975","1","21","2102"
"1005","21030","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเครื่องกล                                                     ","2.0","ก(2) "," ","S","S","1977","1","21","2103"
"1007","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(2) "," ","S","S","1984","1","21","2102"
"1008","21040","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","2.0","ก(2) "," ","S","S","1978","1","21","2104"
"2168","21001","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมอากาศยาน","4.0","","E","S","I","2013","1","21","2100"
"2170","21005","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมนาโน","4.0","","E","S","I","2013","1","21","2100"
"0584","21080","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสำรวจ                                                         ","4.0","     "," ","S","S","1996","1","21","2108"
"0020","21090","ประกาศนียบัตรบัณฑิต","วิศวกรรมโลหการ                                                        ","1.0","     "," ","S","S","1986","1","21","2109"
"0030","21090","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโลหการ                                                        ","2.0","ก(2) "," ","S","S","1992","1","21","2109"
"0018","21100","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","4.0",""," ","S","S","1976","1","21","2110"
"0037","21100","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","2.0","ก(1) "," ","S","S","1992","1","21","2110"
"0459","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","3.0","2(2) "," ","S","S","1998","1","21","2110"
"0024","21110","ประกาศนียบัตรบัณฑิต","นิวเคลียร์เทคโนโลยี                                                   ","1.0","     "," ","S","S","1979","1","21","2111"
"0036","21110","วิศวกรรมศาสตรมหาบัณฑิต","นิวเคลียร์เทคโนโลยี                                                   ","2.0","ก(2) "," ","S","S","1989","1","21","2111"
"0029","21120","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","2.0","ก(2) "," ","S","S","1994","1","21","2112"
"1732","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(1) "," ","S","S","2010","1","21","2102"
"1734","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","1.1  "," ","S","S","2010","1","21","2102"
"1736","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","2.1  "," ","S","S","2010","1","21","2102"
"1765","21081","วิทยาศาสตรมหาบัณฑิต","ระบบสารสนเทศปริภูมิทางวิศวกรรม                                        ","2.0","ก(2) "," ","S","S","2010","1","21","2108"
"3813","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(1) "," ","S","S","2018","1","21","2102"
"3816","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0","1.2  "," ","S","S","2018","1","21","2102"
"3818","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0","2.2  "," ","S","S","2018","1","21","2102"
"3825","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0",""," ","S","S","2018","1","21","2102"
"3896","21121","วิทยาศาสตรมหาบัณฑิต","การจัดการทรัพยากรน้ำ","2.0","ก(2) "," ","S","S","2020","1","21","2112"
"3911","21050","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเคมี                                                          ","2.0","ก(1) "," ","S","S","2020","1","21","2105"
"0835","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","3.0","2(2) "," ","S","S","1998","1","21","2103"
"0040","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","3.0","1(2) "," ","S","S","1992","1","21","2105"
"1999","21050","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเคมี                                                          ","2.0","ก(2) "," ","S","S","2012","1","21","2105"
"3340","21050","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเคมี                                                          ","2.0","ก(1) "," ","S","S","2018","1","21","2105"
