"STUDENTCODE","COURSECODENO","FACCODE","FACULTYGROUP","DEPCODE","MAJORCODE","PROGRAM","STUDYPROGRAMSYSTEM","PROJECT","STARTACADYEAR","STARTSEMESTER","MAXPERIOD","MINPERIOD","CREDITTOT","FACNAME","DEPNAME","MAJORNAME","FACNAMEENG","DEPNAMEENG","MAJORNAMEENG","UPDATEDATE"
"6478304321","3351","21","1","2101","21010","7"," ","215","2021","1","16","7","72","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","11/05/2022 10:30:53"
"6530025321","3347","21","1","2109","21091","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","15/08/2023 17:30:04"
"6530027621","3346","21","1","2103","21030","3"," ","021","2022","1","16","7","148","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","10/08/2023 08:45:54"
"6530029921","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 08:59:58"
"6530031021","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:15"
"6530033321","3656","21","1","2107","21070","3"," ","021","2022","1","16","7","147","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสิ่งแวดล้อมและความยั่งยืน","วิศวกรรมสิ่งแวดล้อม                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF ENVIRONMENTAL AND SUSTAINABLE ENGINEERING","Environmental Engineering                                             ","15/08/2023 17:22:55"
"6530036221","3346","21","1","2103","21030","3"," ","021","2022","1","16","7","148","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","10/08/2023 08:45:54"
"6530038521","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 08:59:58"
"6530040721","3346","21","1","2103","21030","3"," ","021","2022","1","16","7","148","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","10/08/2023 08:45:54"
"6530042021","3513","21","1","2101","21010","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/08/2023 17:42:23"
"6530045921","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:15"
"6530047121","3513","21","1","2101","21010","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/08/2023 17:42:23"
"6530049421","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","16/08/2023 09:00:30"
"6530051621","3513","21","1","2101","21010","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","12/01/2024 10:42:12"
"6530053921","3825","21","1","2102","21020","3"," ","21C","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:15"
"6530055121","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:15"
"6530057421","3513","21","1","2101","21010","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/08/2023 17:42:23"
"6530059721","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 08:59:58"
"6530062521","3346","21","1","2103","21030","3"," ","021","2022","1","16","7","148","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","10/08/2023 08:45:55"
"6471026621","3518","21","1","2111","21111","7"," ","201","2021","1","12","2","49","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมนิวเคลียร์","วิศวกรรมนิวเคลียร์                                                    ","FACULTY OF ENGINEERING","DEPARTMENT OF NUCLEAR ENGINEERING","Nuclear Engineering                                                   ","27/06/2021 05:58:14"
"6471028921","3739","21","1","2107","21070","7"," ","201","2021","1","12","2","48","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสิ่งแวดล้อมและความยั่งยืน","วิศวกรรมสิ่งแวดล้อม                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF ENVIRONMENTAL AND SUSTAINABLE ENGINEERING","Environmental Engineering                                             ","14/01/2022 14:46:32"
"6471032321","3518","21","1","2111","21111","7"," ","201","2021","1","12","2","49","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมนิวเคลียร์","วิศวกรรมนิวเคลียร์                                                    ","FACULTY OF ENGINEERING","DEPARTMENT OF NUCLEAR ENGINEERING","Nuclear Engineering                                                   ","29/04/2022 16:15:38"
"6330048621","3513","21","1","2101","21010","3"," ","217","2020","1","17","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/10/2023 15:15:10"
"6330080621","3736","21","1","2110","21100","3"," ","217","2020","1","17","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","09/10/2023 15:15:10"
"6330174021","3637","21","1","2104","21040","3"," ","021","2020","1","17","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","09/10/2023 15:15:10"
"6370212721","3345","21","1","2105","21050","7"," ","212","2020","1","17","7","72","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","09/10/2023 15:15:10"
"6430018921","3635","21","1","2105","21050","3"," ","021","2021","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","23/08/2022 15:46:22"
"6432144621","3635","21","1","2105","21050","3"," ","21D","2021","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","25/08/2022 16:01:04"
"6432153221","3635","21","1","2105","21050","3"," ","21D","2021","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","25/08/2022 16:01:09"
"6432160621","3486","21","1","2106","21062","3"," ","21D","2021","1","16","7","143","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมปิโตรเลียม                                                    ","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Petroleum Engineering                                                 ","25/08/2022 13:18:08"
"6530064821","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:15"
"6530001221","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:14"
"6530003521","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 08:59:57"
"6530006421","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:14"
"6530008721","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:14"
"6530010921","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:14"
"6530012121","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:14"
"6530014421","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","16/08/2023 09:00:30"
"6530017321","3513","21","1","2101","21010","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/08/2023 17:42:23"
"6530019621","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:14"
"6530021821","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 08:59:58"
"6530023021","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 08:59:58"
"6530347421","4068","21","1","2105","21050","3"," ","021","2022","1","16","7","142","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","08/09/2023 10:47:07"
"6538040121","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:22"
"6538042421","3757","21","1","2100","21001","3","I","215","2022","1","16","7","143","คณะวิศวกรรมศาสตร์","","วิศวกรรมอากาศยาน","FACULTY OF ENGINEERING","","Aerospace Engineering","17/06/2022 11:05:24"
"6538045321","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:05:27"
"6538047621","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:29"
"6538049921","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","10/04/2024 16:56:03"
"6538051021","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:05:32"
"6538055621","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:35"
"6538057921","4067","21","1","2100","21005","3","I","215","2022","1","16","7","147","คณะวิศวกรรมศาสตร์","","วิศวกรรมนาโน","FACULTY OF ENGINEERING","","Nano-Engineering","30/06/2023 14:15:58"
"6538059121","4067","21","1","2100","21005","3","I","215","2022","1","16","7","147","คณะวิศวกรรมศาสตร์","","วิศวกรรมนาโน","FACULTY OF ENGINEERING","","Nano-Engineering","30/06/2023 14:15:58"
"6538062021","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:41"
"6538065921","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:05:44"
"6538068821","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:47"
"6538070021","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:05:48"
"6538072221","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:50"
"6538074521","3735","21","1","2100","21006","3","I","215","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","","วิศวกรรมการออกแบบและการผลิตยานยนต์","FACULTY OF ENGINEERING","","Automotive Design and Manufacturing Engineering","19/10/2022 08:19:00"
"6538076821","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:53"
"6538079721","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","18/09/2023 11:02:58"
"6538081921","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:05:58"
"6538083121","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:06:00"
"6538085421","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:06:01"
"6538088321","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:06:04"
"6538091121","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:06:07"
"6538093421","3735","21","1","2100","21006","3","I","215","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","","วิศวกรรมการออกแบบและการผลิตยานยนต์","FACULTY OF ENGINEERING","","Automotive Design and Manufacturing Engineering","17/06/2022 11:06:08"
"6538095721","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:06:10"
"6530269121","3513","21","1","2101","21010","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/08/2023 17:42:25"
"6530349721","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:17"
"6530351921","3486","21","1","2106","21062","3"," ","021","2022","1","16","7","143","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมปิโตรเลียม                                                    ","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Petroleum Engineering                                                 ","11/08/2023 14:30:31"
"6530353121","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:17"
"6530355421","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 09:00:00"
"6530358321","3656","21","1","2107","21070","3"," ","021","2022","1","16","7","147","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสิ่งแวดล้อมและความยั่งยืน","วิศวกรรมสิ่งแวดล้อม                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF ENVIRONMENTAL AND SUSTAINABLE ENGINEERING","Environmental Engineering                                             ","13/06/2024 10:51:51"
"6530360521","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","16/08/2023 09:00:31"
"6530362821","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","12/01/2024 10:05:55"
"6530364021","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 09:00:00"
"6530366321","3637","21","1","2104","21040","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","10/08/2023 09:00:00"
"6530197621","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:16"
"6530199921","3346","21","1","2103","21030","3"," ","021","2022","1","16","7","148","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","10/08/2023 08:45:55"
"6530201421","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","16/08/2023 09:00:31"
"6530203721","3346","21","1","2103","21030","3"," ","021","2022","1","16","7","148","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","10/08/2023 08:45:55"
"6530205021","3825","21","1","2102","21020","3"," ","021","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","10/08/2023 08:33:16"
"6531348221","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","20/06/2022 03:14:34"
"6531204521","3638","21","1","2106","21063","3"," ","021","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","17/06/2022 11:00:16"
"6531303021","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:00:21"
"6531305221","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:00:22"
"6531307521","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:00:24"
