"STUDENTCODE","COURSECODENO","FACCODE","FACULTYGROUP","DEPCODE","MAJORCODE","PROGRAM","STUDYPROGRAMSYSTEM","PROJECT","STARTACADYEAR","STARTSEMESTER","MAXPERIOD","MINPERIOD","CREDITTOT","FACNAME","DEPNAME","MAJORNAME","FACNAMEENG","DEPNAMEENG","MAJORNAMEENG","UPDATEDATE"
"6878309921","4948","21","1","2106","21064","7"," ","215","2025","1","12","2","48","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณีและปิโตรเลียม","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources and Petroleum Engineering","01/07/2025 06:31:21"
"6872802821","4255","21","1","2106","21064","5"," ","213","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณีและปิโตรเลียม","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources and Petroleum Engineering","04/12/2025 05:38:48"
"6873004521","4214","21","1","2105","21050","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","04/12/2025 05:38:49"
"6873007421","4214","21","1","2105","21050","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","04/12/2025 05:38:49"
"6873010221","4231","21","1","2100","21007","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","","วิศวกรรมชีวเวช","FACULTY OF ENGINEERING","","Biomedical Engineering","04/12/2025 05:38:49"
"6873013121","4238","21","1","2110","21100","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","04/12/2025 05:38:49"
"6873015421","4214","21","1","2105","21050","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","04/12/2025 05:38:50"
"6873017721","4212","21","1","2105","21050","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","04/12/2025 05:38:50"
"6873019021","4266","21","1","2103","21030","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","04/12/2025 05:38:50"
"6870395321","3970","21","1","2109","21091","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","04/07/2025 05:33:06"
"6873023421","4214","21","1","2105","21050","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","04/12/2025 05:38:50"
"6873025721","4212","21","1","2105","21050","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","04/12/2025 05:38:50"
"6873027021","4245","21","1","2102","21020","7"," ","201","2025","2","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","04/12/2025 05:38:51"
"6811002021","0547","21","1","2100","21000","9"," ","210","2025","1","2","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","16/12/2025 15:30:35"
"6870399921","4235","21","1","2110","21100","5"," ","212","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","08/07/2025 04:43:22"
"6870807621","4255","21","1","2106","21064","5"," ","213","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณีและปิโตรเลียม","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources and Petroleum Engineering","08/07/2025 04:43:23"
"6870404321","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","05/08/2025 02:58:38"
"6870405021","4241","21","1","2110","21102","5"," ","212","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมซอฟต์แวร์","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Software Engineering","06/08/2025 02:57:54"
"6870409521","4947","21","1","2105","21050","5"," ","080","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","23/01/2026 18:51:52"
"6870411721","4264","21","1","2103","21030","5"," ","080","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเครื่องกล","วิศวกรรมเครื่องกล                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF MECHANICAL ENGINEERING","Mechanical Engineering                                                ","14/01/2026 09:15:56"
"6870413021","4947","21","1","2105","21050","5"," ","080","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","23/01/2026 18:52:18"
"6871037921","4238","21","1","2110","21100","7"," ","080","2025","1","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","13/01/2026 17:44:11"
"6871039121","4236","21","1","2110","21100","7"," ","080","2025","1","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","14/01/2026 09:09:40"
"6871041321","4238","21","1","2110","21100","7"," ","080","2025","1","12","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","13/01/2026 17:44:44"
"6870338621","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:20"
"6870340821","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:21"
"6870342021","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:21"
"6870344321","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:21"
"6870346621","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:21"
"6871043621","4270","21","1","2107","21070","7"," ","080","2025","1","12","2","48","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสิ่งแวดล้อมและความยั่งยืน","วิศวกรรมสิ่งแวดล้อม                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF ENVIRONMENTAL AND SUSTAINABLE ENGINEERING","Environmental Engineering                                             ","23/01/2026 18:51:35"
"6872023221","4249","21","1","2101","21010","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","04/12/2025 05:38:28"
"6872026121","4947","21","1","2105","21050","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","10/02/2026 15:06:56"
"6872028421","4249","21","1","2101","21010","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","04/12/2025 05:38:28"
"6872030621","4947","21","1","2105","21050","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","10/02/2026 15:06:56"
"6872032921","4241","21","1","2110","21102","5"," ","212","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมซอฟต์แวร์","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Software Engineering","04/12/2025 05:38:29"
"6872034121","4254","21","1","2100","21008","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","","วิศวกรรมและเทคโนโลยีการป้องกันประเทศ","FACULTY OF ENGINEERING","","Defense Engineering and Technology","04/12/2025 05:38:29"
"6872036421","4901","21","1","2100","2100B","5"," ","212","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","","นวัตวิศวกรรมเพื่อความยั่งยืน","FACULTY OF ENGINEERING","","Innovative Engineering for Sustainability","16/01/2026 18:42:12"
"6872041521","4947","21","1","2105","21050","5"," ","212","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","10/02/2026 15:06:56"
"6802001021","1152","21","1","2100","21000","0","I","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","26/11/2025 04:19:13"
"6802003221","1152","21","1","2100","21000","0","I","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","26/11/2025 04:19:14"
"6802005521","1152","21","1","2100","21000","0","I","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","26/11/2025 04:19:14"
"6802007821","1152","21","1","2100","21000","0","I","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","26/11/2025 04:19:14"
"6802009021","1152","21","1","2100","21000","0","I","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","26/11/2025 04:19:14"
"6870351721","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:22"
"6870353021","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:22"
"6870356921","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:22"
"6870358121","4227","21","1","2100","21007","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","","วิศวกรรมชีวเวช","FACULTY OF ENGINEERING","","Biomedical Engineering","03/07/2025 05:30:22"
"6870360321","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:23"
"6870363221","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:23"
"6870365521","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:23"
"6870367821","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:23"
"6870369021","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:24"
"6870371221","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:24"
"6870373521","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:24"
"6870375821","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:24"
"6870378721","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:25"
"6870380921","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:25"
"6802026721","1152","21","1","2100","21000","0","I","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","04/12/2025 11:38:56"
"6872001421","4947","21","1","2105","21050","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","10/02/2026 15:06:56"
"6872004321","4020","21","1","2104","21040","5"," ","212","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","04/12/2025 05:38:26"
"6872007221","4241","21","1","2110","21102","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมซอฟต์แวร์","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Software Engineering","04/12/2025 05:38:26"
"6872009521","4249","21","1","2101","21010","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","04/12/2025 05:38:26"
"6872012321","4947","21","1","2105","21050","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","10/02/2026 15:06:56"
"6872014621","4244","21","1","2102","21020","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","04/12/2025 05:38:27"
"6872017521","4244","21","1","2102","21020","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","04/12/2025 05:38:27"
"6872019821","4020","21","1","2104","21040","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","04/12/2025 05:38:27"
"6872021021","4020","21","1","2104","21040","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","04/12/2025 05:38:28"
"6802028021","1152","21","1","2100","21000","0","I","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","08/12/2025 04:57:59"
"6872118221","4947","21","1","2105","21050","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมี                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical Engineering                                                  ","10/02/2026 15:04:44"
"6802030121","0547","21","1","2100","21000","0"," ","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","19/02/2026 15:04:32"
"6812001621","0547","21","1","2100","21000","9"," ","210","2025","2","1","1","0","คณะวิศวกรรมศาสตร์","","","FACULTY OF ENGINEERING","","","12/12/2025 04:48:25"
"6872119921","4217","21","1","2111","21111","5"," ","080","2025","2","8","2","37","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมนิวเคลียร์","วิศวกรรมนิวเคลียร์                                                    ","FACULTY OF ENGINEERING","DEPARTMENT OF NUCLEAR ENGINEERING","Nuclear Engineering                                                   ","17/12/2025 04:27:27"
"6872121021","4244","21","1","2102","21020","5"," ","080","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมไฟฟ้า","วิศวกรรมไฟฟ้า                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF ELECTRICAL ENGINEERING","Electrical Engineering                                                ","17/12/2025 04:27:28"
"6872123321","4020","21","1","2104","21040","5"," ","080","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","17/12/2025 04:27:28"
"6872125621","4258","21","1","2112","21120","5"," ","080","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมแหล่งน้ำ","วิศวกรรมแหล่งน้ำ                                                      ","FACULTY OF ENGINEERING","DEPARTMENT OF WATER RESOURCES ENGINEERING","Water Resources Engineering                                           ","17/12/2025 04:27:28"
"6872127921","4222","21","1","2108","21080","5"," ","080","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสำรวจ","วิศวกรรมสำรวจ                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF SURVEY ENGINEERING","Survey Engineering                                                    ","17/12/2025 04:27:28"
"6872129121","4249","21","1","2101","21010","5"," ","080","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","17/12/2025 04:27:28"
"6873031421","4274","21","1","2104","21040","7"," ","080","2025","2","12","2","48","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","17/12/2025 04:27:30"
"6873033721","4272","21","1","2107","21070","7"," ","080","2025","2","12","2","48","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสิ่งแวดล้อมและความยั่งยืน","วิศวกรรมสิ่งแวดล้อม                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF ENVIRONMENTAL AND SUSTAINABLE ENGINEERING","Environmental Engineering                                             ","17/12/2025 04:27:30"
"6872131321","4249","21","1","2101","21010","5"," ","080","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","19/12/2025 04:38:26"
"6870383821","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:25"
"6870385021","4227","21","1","2100","21007","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","","วิศวกรรมชีวเวช","FACULTY OF ENGINEERING","","Biomedical Engineering","03/07/2025 05:30:25"
"6870387321","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:25"
"6870389621","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:26"
"6870391821","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:26"
"6870394721","4249","21","1","2101","21010","5"," ","201","2025","1","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","03/07/2025 05:30:26"
"6872043821","4269","21","1","2107","21070","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสิ่งแวดล้อมและความยั่งยืน","วิศวกรรมสิ่งแวดล้อม                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF ENVIRONMENTAL AND SUSTAINABLE ENGINEERING","Environmental Engineering                                             ","04/12/2025 05:38:30"
"6872045021","4020","21","1","2104","21040","5"," ","212","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมอุตสาหการ","วิศวกรรมอุตสาหการ                                                     ","FACULTY OF ENGINEERING","DEPARTMENT OF INDUSTRIAL ENGINEERING","Industrial Engineering                                                ","04/12/2025 05:38:30"
"6872047321","4241","21","1","2110","21102","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมซอฟต์แวร์","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Software Engineering","04/12/2025 05:38:30"
"6872050121","4225","21","1","2100","21007","5"," ","201","2025","2","8","2","36","คณะวิศวกรรมศาสตร์","","วิศวกรรมชีวเวช","FACULTY OF ENGINEERING","","Biomedical Engineering","19/01/2026 10:07:32"
